,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,Bandarban,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Sonali bank - Number of  branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of  branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
4,Alikadam,1,4173,324,44,21,0,0,0,0,0
5,Bandarban Sadar,2,9055,1534,49,57,1,2291,296,40,49
6,Lama,1,5206,813,230,15,1,7324,124,72,3
7,Naikhongchhari,1,4028,346,247,39,1,3193,231,38,5
8,Rowangchhari,1,2593,469,47,22,0,0,0,0,0
9,Ruma,1,3091,726,47,27,0,0,0,0,0
10,Thanchi,1,884,167,1,29,0,0,0,0,0
11,Total,8,29030,4379,665,210,3,12808,651,150,57
