,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school - Govt.,Primary school - Non- govt.,Primary school - Total,Number of teacher - Govt.,Number of teacher - Non- govt.,Number of teacher - Total,Number of student - Govt.,Number of student - Non- govt.,Number of student - Total,Students per teacher
3,Bagatipara,2,2,4,10,7,17,513,259,772,45
4,Baraigram,8,3,11,54,12,66,2185,599,2774,42
5,Gurudaspur,5,3,8,39,12,51,14350,572,14922,293
6,Lalpur,2,5,7,12,22,34,346,539,885,26
7,Natore Sadar,15,4,18,79,16,95,5170,5246,6672,70
8,Singra,7,6,13,25,22,47,528,473,1001,21
9,Total,69,23,61,219,91,310,23092,7688,27026,87
