,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Amtali,4,8,0,8,220,110,330,41
4,Bamna,7,21,0,21,175,120,295,14
5,Barguna Sadar,7,73,0,73,1180,120,1300,18
6,Betagi,3,14,0,14,122,17,139,10
7,Patharghata,0,0,0,0,0,0,0,0
8,Total,21,116,0,116,1697,367,2064,18
