,0,1,2,3,4,5,6
0,"Number of municipality, union, mauza, mahalla and village 2011",,,,,,
1,Bogura,,,,,,
2,,,,,,,
3,Upazila,Municipality,Ward (PSA),Mahalla,Union,Mauza,Village
4,Adamdighi,1,9,35,6,100,179
5,Bogra sadar,1,20,111,11,92,122
6,Dhunat,1,9,16,10,90,207
7,Dhupchanchia,1,9,37,6,108,212
8,Gabtali,1,9,21,11,103,211
9,Kahaloo,1,9,19,9,161,264
10,Nandigram,1,9,22,5,192,228
11,Sariakandi,1,9,17,12,100,173
12,Shajahanpur,0,3,18,11,120,166
13,Sherpur,1,9,19,10,220,322
14,Shibganj,1,9,31,12,233,409
15,Sonatola,1,9,16,7,94,125
16,Total,11,113,362,110,1613,2618
