,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2010-11",,,,,,
1,Bogura,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Papaya Area,Papaya Production,Guava Area,Guava Production,Lime and lemon Area,Lime and lemon Production
4,Adamdighi,17.55,66.59,37,137,14.6,21
5,Bogra sadar,46,623,11,224,0,70
6,Dhunat,73.07,338.28,29.12,36.24,19.67,27.1
7,Dhupchanchia,5.45,197.3,0,0,0,0
8,Gabtali,140,1174,40.14,59.58,163.52,76.64
9,Kahaloo,6,61,2,248,2,34
10,Nandigram,8.4,274.65,3.25,132.7,3.1,65.54
11,Sariakandi,3,97,2,84,3,12
12,Shajahanpur,100,1462,80,315,20,1635
13,Sherpur,27,162,43,350,13,196
14,Shibganj,18.21,158.03,81.96,358,38.37,105.87
15,Sonatola,30,84,18,130,9,23
16,Total,474.68,4697.85,348.19,2074.52,286.26,2266.15
