,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,Bogura,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila,Krishi bank Number of branch Number of branch,Krishi bank Account S.D,Krishi bank Account C.D,Krishi bank Account F.D,Krishi bank Account S.T.D,Co-operative bank Number of branch Number of branch,Co-operative bank Account S.D,Co-operative bank Account C.D,Co-operative bank Account F.D,Co-operative bank Account S.T.D
4,Adamdighi,3,3856,126,116,8,0,0,0,0,0
5,Bogra sadar,5,7476,485,284,28,1,8,4,0,4
6,Dhunat,3,5225,309,155,11,0,0,0,0,0
7,Gabtali,3,4746,716,137,14,0,0,0,0,0
8,Dhupchanchia,1,3259,85,70,2,0,0,0,0,0
9,Kahaloo,4,9947,466,217,13,0,0,0,0,0
10,Nandigram,4,7258,189,36,0,0,0,0,0,0
11,Sariakandi,2,0,363,92,10,0,0,0,0,0
12,Sherpur,1,2355,140,68,5,0,0,0,0,0
13,Shibganj,6,102300,3236,548,118,0,0,0,0,0
14,Sonatola,2,4883,54,60,6,1,163,4,0,1
15,Shajahanpur,2,2339,152,13,2,0,0,0,0,0
16,Total,36,153644,6321,1796,217,2,171,8,0,5
