,0,1,2,3,4,5
0,Broad soil classification 2008,,,,,
1,(in acre),,,,,
2,"
Upazila","
Total",Soil classification,Soil classification,Soil classification,Soil classification
3,"
Upazila","
Total",Doash,Bele,Etel,Kankar
4,Dighinala,35759,84905,27170,8490,49245
5,Khagrachhari Sadar,31917,0,0,0,0
6,Laxshmichhari,14810,0,0,0,0
7,Mahalchhari,26075,33165,12060,9045,6030
8,Manikchhari,25101,0,0,0,0
9,Matiranga,46541,24146,72437,24146,0
10,Panchhari,26449,42112,17000,11200,9687
11,Ramgarh,29484,0,0,0,0
12,Total,236136,184328,128667,52881,64962
