,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,,,,,,,
2, Upazila,Hen and cock - Holding reporting,Hen and cock - Total number,Duck - Holding reporting,Duck - Total number,Others - Holding reporting,Others - Total number
3,Chhagalnaiya,13580,67900,12033,30082,1500,6050
4,Daganbhuiyan,28553,173287,30516,97752,3757,6725
5,Feni Sadar,25658,93470,24202,49680,365,1040
6,Fulgazi,14763,96686,12013,44540,1205,5080
7,Parshuram,13280,110083,9780,40646,1125,4945
8,Sonagazi,26707,106710,25513,92178,14012,42036
9,Total,122541,648136,114057,354878,21964,65876
