,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,"
Upazila","Number of registered
primary school",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila","Number of registered
primary school",Male,Female,Total,Male,Female,Total,Students per teacher
3,Barlekha,46,80,113,193,5024,5120,10144,53
4,Juri,21,37,35,72,1689,1546,3235,45
5,Kamalganj,60,112,116,228,4500,5470,9970,44
6,Kulaura,51,116,88,204,4209,4635,8844,43
7,Moulvibazar Sadar,22,31,45,76,2274,1836,4210,55
8,Rajnagar,33,48,69,117,2241,2894,5135,43
9,Sreemangal,35,61,63,124,3735,3566,7301,59
10,Total,268,485,529,1014,23672,25067,48839,48
