,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,"
Upazila",Number of handloom,Person engaged,Person engaged,Person engaged,"
Total"
2,"
Upazila",Number of handloom,Family member,Regular,Hired /Casual,"
Total"
3,Biral,0,0,0,0,0
4,Birampur,0,0,0,0,0
5,Birganj,0,0,0,0,0
6,Bochaganj,0,0,0,0,0
7,Chirirbandar,250,300,100,150,550
8,Dinajpur Sadar,10,0,0,9,9
9,Fulbari,0,0,0,0,0
10,Ghoraghat,0,0,0,0,0
11,Hakimpur,0,0,0,0,0
12,Kaharole,0,0,0,0,0
13,Khansama,0,0,0,0,0
14,Nawabganj,0,0,0,0,0
15,Parbatipur,0,0,0,0,0
16,Total,260,300,100,159,559
