,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bhandaria,300,250,0,250,150
4,Kawkhali,350,250,0,250,150
5,Mathbaria,300,250,0,250,100
6,Nazirpur,250,250,150,250,150
7,Nesarabad,300,250,200,200,150
8,Pirojpur Sadar,300,250,150,250,100
9,Zianagar,400,300,0,250,150
10,Average,314,257,71,243,136
