,0,1,2,3,4,5,6,7,8
0,"Number of NGO school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of NGO school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhandaria,0,0,0,0,0,0,0,0
4,Kawkhali,0,0,0,0,0,0,0,0
5,Mathbaria,12,12,12,24,220,275,495,21
6,Nazirpur,5,0,5,5,72,78,150,30
7,Nesarabad,6,4,7,11,232,240,472,43
8,Pirojpur Sadar,3,3,2,5,48,42,90,18
9,Zianagar,1,0,4,4,73,73,146,37
10,Total,27,19,30,49,645,708,1353,28
