,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads
3, Upazila, Total holding,1-3 head,4-6 head,7-9 head,10-15 head,15 head & above
4,Harinakunda,17335,32698,19640,2310,1207,397
5,Jhenaidah Sadar,31480,72475,42237,15450,301,282
6,Kaliganj,24567,43504,32561,9729,2001,161
7,Kotchandpur,11313,18510,11785,6830,1550,134
8,Mahespur,40757,50500,30825,11800,305,149
9,Shailkupa,27405,79638,35275,2801,694,63
10,Total,152857,297325,172323,48920,6058,1186
