,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,,,,,
2, Upazila,Name of land/river/sea port, Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Distance between district head quarter & upazila by road (km)
3,Harinakunda,0,Harish Purboul Sadakmother Land,Rice,25
4,Jhenaidah Sadar,0,Jhenaidah Cradate college,Rice,2
5,Kaliganj,0,Bolu Dewan Mazar,Khajor gur,15
6,Kotchandpur,0,Baluhar Baor Priject,Rice,30
7,Mahespur,0,Datta Nagar khamar,Rice,45
8,Shailkupa,0,Kabi Golam Mostafa Sahi Mosque,Rice,22
