,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Price Unit per KG, Taka)",,,,,,,
2,Upazila/city corporation,Fine Rice (Minicate),Medium rice,Coarse Rice (Normal),Wheat,Coarse Flour (Aata),Potato,Soyabean oil
3,Batiaghata,40,35,26,18,2.3,10,115
4,Dacope,40,28,30,20,26,10,130
5,Dighalia,42,35,27,20,26,12,128
6,Dumuria,32,25,23,20,30,12,130
7,Khulna City Corporation,43,36,29.4,22.6,27.6,13.4,123.6
8,Koyra,45,38,26,15,28,12,125
9,Paikgachha,40,32,25,20,30,10,125
10,Phultala,44,33,23,25,28,12,128
11,Rupsa,0,35,25,22,30,12,124
12,Average,40,32,25,20,27,10,110
