,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,(Rate in taka),,,,,,
2,Upazila,Labour - Mason,Labour - Helper (Jogaly),Labour - Carpenter,Labour - Colour,Labour - Electric,Labour - Plumber
3,Begumganj,500,300,500,500,500,500
4,Chatkhil,400,250,400,375,400,400
5,Companiganj,450,300,350,500,500,500
6,Hatiya,400,300,400,450,500,400
7,Kabirhat,350,250,400,400,400,350
8,Noakhali Sadar,350,250,350,400,500,500
9,Senbagh,500,250,400,500,500,400
10,Sonaimuri,500,300,500,500,500,400
11,Subarnachar,400,250,400,500,500,500
12,Average,428,272,411,458,480,478
