,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,Noakhali,,,,,,,
2,"(Price unit per kg, taka)",,,,,,,
3,Upazila,Fine rice (minicate),Medium rice,Coarse rice (normal),Wheat,Coarse flour (Aata),Potato,Soyabean oil
4,Begumganj,45,35,32,26,30,12,140
5,Chatkhil,45,35,30,0,30,14,120
6,Companiganj,48,34,29,0,28,13,120
7,Hatiya,40,35,22,0,30,10,110
8,Kabirhat,48,35,30,24,28,10,130
9,Noakhali Sadar,46,34,29,22,26,13,128
10,Senbagh,45,35,33,18,26,12,135
11,Sonaimuri,42,35,32,25,30,12,120
12,Subarnachar,48,36,32,20,28,12,125
13,Average,45,35,30,23,28,12,125
