,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,Noakhali,,,,,,,
2,,,,,,,,
3,Upazila,Number of mill,Number of loom (installed),Number of loom - Operative,Number of loom - Non- operational,Number of worker - permanent,Number of worker - Temporary,Number of worker - Total
4,Begumganj,1,541,145,396,330,886,1216
5,Chatkhil,0,0,0,0,0,0,0
6,Companiganj,0,0,0,0,0,0,0
7,Hatiya,0,0,0,0,0,0,0
8,Kabirhat,0,0,0,0,0,0,0
9,Noakhali Sadar,0,0,0,0,0,0,0
10,Senbagh,0,0,0,0,0,0,0
11,Sonaimuri,0,0,0,0,0,0,0
12,Subarnachar,0,0,0,0,0,0,0
13,Total,1,541,145,396,330,886,1216
