,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,Natore,,,,,,,,
2,,,,,,,,,
3, Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Bagatipara,0,1,2,5,1,0,0,15
5,Baraigram,3,0,3,8,2,0,0,10
6,Gurudaspur,1,1,1,7,1,0,0,4
7,Lalpur,2,1,3,10,1,0,0,4
8,Natore Sadar,9,1,5,13,1,0,0,4
9,Singra,2,0,3,12,1,0,0,0
10,Total,17,4,16,55,7,0,0,37
