,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,Kushtia,,,,,,,
2,,,,,,,,
3,Upazila, Households,Population (000) - Male,Population (000) - Female,Population (000) - Both sex, Sex ratio (M / F), Average size of household,Density Per sq. Km.
4,Kushtia Sadar,120087,264,259,523,98,4.11,1580
5,Bheramara,47586,103,105,208,98,4.2,1302
6,Daulatpur,115715,236,237,473,100,3.93,974
7,Khoksa,32110,67,68,135,99,4.03,1236
8,Kumarkhali,79008,170,171,341,99,4.16,1272
9,Mirpur,82783,172,171,343,101,3.98,1082
10,Total,477289,1012,1011,2018,100,3.98,1082
