,0,1,2,3,4,5,6
0,Area and production of rice crops 2010-11,,,,,,
1,Kushtia,,,,,,
2,,,,,,,
3,Upazila,Aus - Area,Aus - Production,Aman - Area,Aman - Production,Boro - Area,Boro - Production
4,Kushtia Sadar,35111,38161,47390,54653,32308,55884
5,Bheramara,5176,3454,12649,12661,4479,7280
6,Daulatpur,14870,7740,44340,14227,14227,23000
7,Khoksa,5904,4713,13000,14898,4607,8274
8,Kumarkhali,18290,19123,30233,33321,13437,22893
9,Mirpur,28855,33541,52382,58440,21448,33244
10,Total,108206,106732,199994,188200,90506,150575
