,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee, River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Atpara,3417,40,7,2,0,96,1
4,Barhatta,5855,0,4,1,0,123,0
5,Durgapur,4788,1,2,14,0,16,1
6,Kalmakanda,3516,0,0,6,0,7,0
7,Kendua,7103,0,1,0,0,14,0
8,Khaliajuri,345,0,2,20,0,1,0
9,Madan,1850,0,3,1,0,3,0
10,Mohanganj,2644,25,13,4,0,28,1
11,Netrokona Sadar,12025,104,6,0,0,28,1
12,Purbadhala,8330,0,1,8,0,29,0
13,Total,49873,170,39,56,0,345,4
