,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2, Upazila, Current fallow,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area, Productivity of crop
3, Upazila, Current fallow,Single,Double,Triple,Net,Gross, Productivity of crop
4,Bhedarganj,482,20112,10651,4785,35548,55769,157
5,Damudya,32,7592,2793,1496,11881,17666,149
6,Gosairhat,305,10111,5453,3429,18993,31304,165
7,Naria,290,15844,3304,2554,21702,30114,139
8,Shariatpur Sadar,35,16361,3570,2510,22441,33031,147
9,Zanjira,311,11101,8598,3602,23301,39103,168
10,Total,1455,81121,34369,18376,133866,206987,155
