,0,1,2,3,4,5,6,7,8
0,Distribution of chemical fertilizer 2010-11,,,,,,,,
1,(In metric ton),,,,,,,,
2,Upazila,UREA,TSP,MP,DAP,HP,NPK,SP,Others
3,Alfadanga,2150,587,1191,570,0,0,0,92
4,Bhanga,6372,2360,2640,1760,0,0,0,2500
5,Boalmari,3360,800,600,400,0,200,0,207
6,Charbhadrashon,1250,62,92,214,0,0,0,5
7,Faridpur Sadar,5000,950,900,1100,0,0,0,500
8,Madhukhali,4800,1509,1826,504,0,1769,0,262
9,Nagarkanda,3490,535,556,575,0,0,0,0
10,Sadarpur,2900,600,450,512,0,0,0,0
11,Saltha,3100,600,550,550,0,190,0,176
12,Total,32422,8003,8805,6185,0,2159,0,3742
