,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,,,,,,,,,
2,Upazila,Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3,Upazila,Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
4,Alfadanga,6,25,10,35,426,443,869,25
5,Bhanga,5,11,1,12,210,402,612,51
6,Boalmari,2,8,2,10,120,100,220,22
7,Charbhadrashon,0,0,0,0,0,0,0,0
8,Faridpur Sadar,16,33,29,62,281,215,496,8
9,Madhukhali,4,10,5,15,263,262,525,35
10,Nagarkanda,7,22,5,27,628,708,1336,49
11,Sadarpur,5,18,3,21,850,860,1710,81
12,Saltha,7,19,6,25,572,749,1321,53
13,Total,52,146,61,207,3350,3739,7089,34
