,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2010-11",,,,,,
1,Bagerhat,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Pumpkin - Area,Pumpkin - Production,Parble (potol) - Area,Parble (potol) - Production,Cabbage - Area,Cabbage - Production
4,Bagerhat Sadar,96,269,5,10,174,1224
5,Kachua,60,87,0,0,126,623
6,Rampal,40,78,0,0,23,40
7,Sharonkhola,84,64,0,0,9,11
8,Chitolmari,48,195,0,0,49,714
9,Morrelgonj,129,414,0,0,265,924
10,Mongla,16,32,0,0,11,43
11,Mollahat,45,83,100,173,18,61
12,Fakirhat,153,955,33,42,68,278
13,Total,671,2177,138,225,743,3918
