,0,1,2,3,4,5,6,7,8
0,"Number of agricultural and veterinary college, teacher and student 2011",,,,,,,,
1,Gaibandha,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Fulchhari,0,0,0,0,0,0,0,0
5,Gaibandha Sadar,0,0,0,0,0,0,0,0
6,Gobindaganj,0,0,0,0,0,0,0,0
7,Palashbari,1,12,4,16,240,58,298,19
8,Sadullapur,0,0,0,0,0,0,0,0
9,Saghata,0,0,0,0,0,0,0,0
10,Sundarganj,0,0,0,0,0,0,0,0
11,Total,1,12,4,16,240,58,298,19
