,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Rupali bank - Number of branch,Rupali bank - Account - S.D,Rupali bank - Account - C.D,Rupali bank - Account - F.D,Rupali bank - Account - S.T.D,Agrani bank - Number of branch,Agrani bank - Account - S.D,Agrani bank - Account - C.D,Agrani bank - Account - F.D,Agrani bank - Account - S.T.D
3,Bhurungamari,0,0,0,0,0,1,3342,924,30,15
4,Char Rajibpur,0,0,0,0,0,0,0,0,0,0
5,Chilmari,0,0,0,0,0,1,6810,31,82,2
6,Kurigram Sadar,1,12540,913,689,1120,1,16000,4600,1190,2380
7,Nageshwari,0,0,0,0,0,2,26571,1426,72,26
8,Phulbari,0,0,0,0,0,1,253,161,1,1
9,Rajarhat,0,0,0,0,0,2,20482,786,37,33
10,Raumari,0,0,0,0,0,0,0,0,0,0
11,Ulipur,0,0,0,0,0,1,21266,735,50,59
12,Total,1,12540,913,689,1120,9,94724,8663,1462,2516
