,0,1,2,3,4,5,6,7,8
0,Progress of rural electrification 2011,,,,,,,,
1,Kurigram,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of electrified - Village,Number of electrified - Residential holding,Number of electrified - Large scale industry,Number of electrified - Small scale Industry,Number of electrified - Deep tube-well,Number of electrified - Power pump,Number of electrified - Commercial holding,Number of electrified - Others
4,Bhurungamari,0,1150,0,15,0,0,85,0
5,Char Rajibpur,18,1049,0,0,0,0,151,0
6,Chilmari,65,6800,0,35,4,110,1570,0
7,Kurigram Sadar,68,7861,142,1101,6509,1280,7250,0
8,Nageshwari,0,1402,0,13,0,0,75,0
9,Phulbari,26,4720,1,99,22,860,1807,0
10,Rajarhat,68,6565,0,149,38,1203,1383,0
11,Raumari,26,3200,0,15,0,32,560,0
12,Ulipur,325,48169,0,0,39,2384,2257,0
13,Total,596,80916,143,1427,6612,5869,15138,0
