,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Pumpkin - Area,Pumpkin - Production,Parble (potol) - Area,Parble (potol) - Production,Cabbage - Area,Cabbage - Production
3,Bhola Sadar,232,862,0,0,96,259
4,Burhanuddin,124,484,2,7,210,626
5,Char Fasson,79,85,0,0,28,49
6,Daulatkhan,73,121,0,0,34,103
7,Lalmohan,71,237,0,0,11,12
8,Manpura,44,22,0,0,0,0
9,Tazumuddin,49,246,0,0,16,183
10,Total,672,2057,2,7,395,1232
