,0,1,2,3,4,5,6,7,8
0,"Number of private (non-registered) primary school (class I-V), teacher and student 2011",,,,,,,,
1,"
Upazila","Number of Non- govt. primary
school",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,"Students per
teacher"
2,"
Upazila","Number of Non- govt. primary
school",Male,Female,Total,Male,Female,Total,"Students per
teacher"
3,Daulotpur,0,0,0,0,0,0,0,0
4,Gheor,1,1,3,4,82,65,147,36
5,Horirampur,0,0,0,0,0,0,0,0
6,Manikganj Sadar,4,5,11,16,292,284,576,36
7,Saturia,0,0,0,0,0,0,0,0
8,Shibalaya,0,0,0,0,0,0,0,0
9,Singair,0,0,0,0,0,0,0,0
10,Total,5,6,14,20,374,349,723,36
