,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Government primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of Government primary school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Daulotpur,65,164,210,374,20276,20906,41182,110
5,Gheor,61,113,166,279,7818,6515,14333,51
6,Horirampur,68,174,198,372,11033,10233,21266,57
7,Manikganj Sadar,88,183,368,551,13073,12179,25252,46
8,Saturia,54,140,178,318,9478,10334,19812,62
9,Shibalaya,52,155,148,303,8447,6910,15357,51
10,Singair,69,151,290,441,11914,12141,24055,55
11,Total,457,1080,1558,2638,82039,79218,161257,61
