,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2,Upazila,Current fallow,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Productivity of crop
3,Upazila,Current fallow,Single,Double,Triple,Net,Gross,Productivity of crop
4,Amtali,370,24824,48365,4252,77441,134310,173
5,Bamna,38,1164,8508,2018,11690,24234,207
6,Barguna Sadar,90,6192,31730,9849,47771,99199,208
7,Betagi,70,2953,12660,1402,17015,32479,191
8,Patharghata,46,16938,10917,1250,29105,42522,146
9,Total,615,52071,112180,18771,183022,332744,182
