,0,1,2,3,4,5,6,7,8
0,"Area and production of lentil (masur), mug and maize crops 2009-10",,,,,,,,
1,(Area in acre and production in metric ton),,,,,,,,
2,Upazila Upazila Bhandaria Kawkhali Mathbaria Nazirpur Nesarabad Pirojpur Sadar Zianagar Total,Lentil (Masur) Area 5 22 0 31 5 0 0 63,Lentil (Masur) Production 2 4 0 8 1 0 0 14,Mug Area 250 13 83 74 54 0 30 504,Mug Production 81 4 10 13 11 0 5 124,Maize Area 63 8 12 3 0 0 0 86,Maize Production 123 10 42 2 0 0 0 176,,
3, Upazila,Gram,Gram,Motor,Motor,Khesari,Khesari,Mash-kalai,Mash-kalai
4, Upazila,Area,Production,Area,Production,Area,Production,Area,Production
5,Bhandaria,0,0,0,0,2125,765,0,0
6,Kawkhali,0,0,0,0,66,16,0,0
7,Mathbaria,0,0,0,0,113,16,0,0
8,Nazirpur,0,0,0,0,26,9,0,0
9,Nesarabad,0,0,0,0,27,5,0,0
10,Pirojpur Sadar,0,0,0,0,250,76,0,0
11,Zianagar,0,0,0,0,155,29,0,0
12,Total,0,0,0,0,2762,916,0,0
