,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,"
Upazila",Number of mill,Number of loom (installed),Number of loom,Number of loom,Number of workers,Number of workers,Number of workers
2,"
Upazila",Number of mill,Number of loom (installed),Operative,"Non-
operational",Permanent,Temporary,Total
3,Chandpur Sadar,2,800,185,615,0,1650,1650
4,Foridganj,0,0,0,0,0,0,0
5,Haimchar,0,0,0,0,0,0,0
6,Hajiganj,0,0,0,0,0,0,0
7,Kachua,0,0,0,0,0,0,0
8,Matlab Dakshin,0,0,0,0,0,0,0
9,Matlab Uttar,0,0,0,0,0,0,0
10,Shahrasti,0,0,0,0,0,0,0
11,Total,2,800,185,615,0,1650,1650
