,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
3,Assasuni,26,6,1,3,8,64,14
4,Debhata,45,52,1,5,5,64,88
5,Kalaroa,27,8,1,7,5,40,16
6,Kaliganj,35,55,1,716,20,77,10
7,Satkhira Sadar,55,140,11,905,61,112,39
8,Shyamnagar,42,56,45,1048,40,157,38
9,Tala,33,160,26,635,55,116,150
10,Total,263,477,86,3319,194,630,355
